id,username,Gender,email,Country,Age,Business or personal,days since ac creation,days since last tweet,days since last login,#of Tweets,#of Tweets / day,Facebook member?,Pinterest member?,Instagram member?,use twitter for authorization?,Profile pic?,Profile description?,# Following,# of Followers,Mobile
144,pstonepl,F,lkim3z@google.fr,Thailand,19,personal,116,10,9,160,1,1,0,1,1,1,1,121,31,1
51,ngomeze,M,pbradley1e@woothemes.com,Argentina,22,personal,1790,17,8,1975,1,1,0,1,1,1,1,3652,824,1
575,cgonzalezn6,F,trobinsonfy@usda.gov,Russia,30,personal,106,28,7,167,2,0,1,1,1,1,1,322,44,0
852,jmyers7v,F,kyoungnn@scribd.com,China,30,personal,168,1,1,496,3,1,0,0,1,1,1,177,47,1
821,amorrisonnp,F,tgonzalesms@psu.edu,Russia,20,personal,180,17,5,442,3,1,1,1,1,1,0,547,122,1
118,wbryantch,F,blarson39@ft.com,Indonesia,26,personal,110,20,18,234,3,1,0,1,1,0,0,332,26,1
295,kolson2z,F,elong86@timesonline.co.uk,Canada,30,personal,1647,2,0,3512,2,0,0,0,1,1,1,4973,675,0
204,iburke6,M,tevans5n@samsung.com,Albania,20,business,2051,20,7,4185,2,1,0,0,1,1,1,4184,513,1
831,jharper7s,M,emillsn2@wordpress.com,China,23,personal,158,15,9,304,2,1,0,1,1,1,1,166,100,0
686,pburns71,M,rlewisj1@cnbc.com,China,27,personal,246,22,2,609,3,1,1,1,1,1,1,502,157,0
259,swellsm9,M,dalvarez76@reuters.com,Russia,23,business,163,2,2,228,1,1,0,0,1,1,0,165,105,0
972,sgutierrezey,M,ccooperqz@shutterfly.com,Indonesia,23,personal,367,12,10,1038,3,0,0,0,1,1,0,1112,235,1
357,wdixonad,M,mhill9w@cocolog-nifty.com,France,24,business,640,10,9,1506,2,1,0,0,1,0,1,647,173,1
442,cpierce5t,M,asnyderc9@rediff.com,China,28,personal,105,9,9,230,2,1,1,0,1,1,1,107,22,0
725,dmurrayu,F,jwilliamsonk4@cdc.gov,Argentina,30,personal,1067,16,13,1381,1,1,0,1,1,0,1,2156,438,1
75,pwarren1q,M,ncook22@un.org,Brazil,21,personal,287,9,0,345,1,1,1,1,1,1,0,864,129,1
212,mburkeh2,F,jmcdonald5v@bbb.org,Mexico,24,personal,228,11,11,583,3,0,0,1,1,1,1,468,153,1
457,mcoxit,F,mfrazierco@cbc.ca,Peru,25,personal,401,22,17,1006,3,1,0,1,1,1,1,418,165,1
801,sowens7k,M,pmoralesm8@homestead.com,China,25,personal,180,9,8,455,3,0,1,0,1,0,0,546,121,1
360,amartin9c,F,mhansen9z@cam.ac.uk,Democratic Republic of the Congo,18,personal,1648,13,0,4626,3,1,0,1,1,1,0,1681,692,1
672,sbutlere0,M,bcarpenterin@cbsnews.com,Indonesia,19,personal,1912,11,11,3183,2,0,0,1,1,0,1,5774,1243,1
481,bford62,M,lwellsdc@princeton.edu,China,28,personal,990,8,7,1393,1,0,1,0,0,0,1,1999,416,1
32,lramirezfn,F,rnicholsv@ow.ly,Japan,19,personal,320,6,4,385,1,1,1,1,1,0,1,974,70,1
270,agonzalesgx,F,bjacobs7h@nba.com,Malta,22,business,1394,26,13,1920,1,1,0,0,1,0,1,1464,376,1
912,jgreen83,M,btorrespb@qq.com,China,22,business,60,16,8,105,2,1,1,0,1,0,1,63,26,1
955,slawsonc1,F,pmartinqi@vistaprint.com,Hong Kong,30,personal,299,5,2,793,3,1,0,1,1,0,1,909,203,1
143,dfreemanl4,M,bwatkins3y@mit.edu,Portugal,22,personal,343,22,2,490,2,1,0,0,1,1,1,704,216,1
243,mandrews4p,M,jryan6q@dion.ne.jp,China,20,personal,237,15,11,590,3,1,0,1,1,1,1,722,50,0
346,pbrownmn,M,hhughes9l@dropbox.com,Russia,20,personal,108,2,2,140,1,1,0,0,1,1,0,109,25,1
629,fphillips16,F,cmillerhg@squidoo.com,Australia,27,personal,1247,25,10,2091,2,1,1,0,1,1,0,2507,574,1
485,vcarr64,F,mruizdg@gnu.org,China,28,personal,719,20,0,1001,1,1,0,1,1,1,0,2194,489,0
513,wgarza6b,F,ngriffine8@dailymail.co.uk,China,24,personal,1712,12,6,3703,2,1,0,1,1,1,1,5170,1147,1
627,dgomeznb,M,jshawhe@blinklist.com,Russia,30,personal,139,23,8,188,2,1,0,1,1,1,1,284,39,1
454,wrossop,F,rfranklincl@microsoft.com,Spain,24,personal,243,7,0,294,1,1,0,0,0,1,0,250,100,1
727,dblackfy,F,mwalkerk6@plala.or.jp,Japan,23,personal,208,22,15,216,1,1,1,1,1,1,1,631,129,1
216,ajonesc2,M,bcunningham5z@ca.gov,Hungary,19,personal,177,29,8,303,2,0,1,1,0,1,1,534,113,1
249,sromerom7,F,jhart6w@huffingtonpost.com,Russia,24,personal,120,3,0,206,2,1,0,1,1,1,0,367,29,1
414,aporter1x,F,lbennettbh@delicious.com,Brazil,25,business,188,21,6,453,3,1,0,1,1,1,0,386,90,1
233,bwesthx,F,jlopez6g@netscape.com,Nigeria,26,personal,1392,15,0,2804,2,0,0,1,1,1,1,4190,599,0
970,rjohnstonex,F,acolemanqx@princeton.edu,Indonesia,22,business,1497,5,2,1646,1,0,0,0,1,1,0,3024,674,1
231,ksandersab,F,smartinez6e@yolasite.com,France,24,personal,1152,19,13,3111,3,0,0,1,1,1,1,3480,242,1
927,dwoodsgu,F,trobertsonpq@miitbeian.gov.cn,Malaysia,21,personal,61,27,18,93,3,0,1,0,1,1,1,125,15,1
648,bmurrayrm,M,arobertsonhz@tuttocitta.it,Yemen,24,personal,250,11,3,437,2,1,0,1,1,1,0,254,55,1
688,dwalkerni,F,jgrantj3@rediff.com,Russia,23,business,382,12,10,625,2,1,0,1,1,1,0,783,92,1
589,vhunterq8,M,cblackgc@fda.gov,Ukraine,20,personal,133,29,24,287,3,0,1,1,0,1,1,402,85,0
792,wramosqc,F,mromerolz@canalblog.com,Ukraine,27,personal,384,6,3,542,1,0,1,0,1,1,0,1165,258,1
712,tadams76,F,lfisherjr@craigslist.org,China,22,personal,751,28,12,937,1,1,0,1,1,1,0,759,496,0
825,mreyes7q,M,ereidmw@vk.com,China,24,personal,659,18,16,983,2,1,0,1,1,1,0,1324,165,1
957,ahamilton8b,M,krichardsonqk@blogger.com,China,28,business,296,31,14,473,2,0,0,0,1,1,0,604,65,1
55,jgomez3,F,dlittle1i@360.cn,Albania,22,personal,117,14,14,294,3,1,0,0,0,0,1,123,28,0
581,rryan6l,M,bhamiltong4@qq.com,China,27,personal,571,9,8,1092,2,1,0,1,1,0,1,593,131,0
521,smoralesqu,M,mmartineg@storify.com,United States,26,personal,81,23,21,176,3,1,0,0,1,0,0,166,22,1
530,dnguyenjn,M,rolsonep@php.net,Philippines,29,personal,935,17,4,2033,2,1,0,0,1,1,1,1898,196,0
106,vcrawfordb8,M,jpatterson2x@php.net,Greece,23,personal,798,21,19,1801,2,0,0,0,0,1,1,1612,168,1
758,rclarke7,F,pkennedyl1@mayoclinic.com,Indonesia,26,personal,1073,20,16,1731,2,1,0,0,1,1,1,2177,290,1
588,cford6n,F,abutlergb@trellian.com,China,27,personal,1689,28,28,2717,2,1,1,1,1,1,1,3411,811,0
286,ahamiltonir,M,tcox7x@virginia.edu,Peru,19,personal,1397,3,2,3687,3,0,0,0,1,1,1,1453,908,0
863,jsanders9j,F,jgonzalezny@yahoo.com,Dominican Republic,29,personal,363,18,4,450,1,1,0,1,1,1,0,1095,236,0
129,cmatthews3z,F,kburton3k@networksolutions.com,China,28,personal,91,5,3,113,1,0,1,0,1,0,1,186,21,1
965,dblackew,F,jdavisqs@freewebs.com,Indonesia,19,personal,1312,25,24,2374,2,1,0,1,1,1,1,3975,551,0
68,hbarnescb,F,toliver1v@upenn.edu,Indonesia,29,personal,547,7,5,1627,3,1,0,1,1,0,0,569,148,1
690,ipierce9p,F,ghughesj5@furl.net,Ecuador,25,business,254,16,5,575,2,1,0,1,1,0,0,768,160,1
562,mweaverg2,F,mcoxfl@amazon.com,Kazakhstan,30,personal,103,31,12,134,2,1,1,0,1,1,1,210,50,1
619,jriveraaj,F,cramirezh6@ifeng.com,France,19,personal,467,18,10,594,1,1,0,0,1,1,1,1424,196,1
702,mmedinako,F,randersonjh@google.fr,Poland,27,personal,119,22,16,281,3,1,0,0,1,1,1,363,77,1
945,hwatkinsar,M,vsmithq8@gizmodo.com,France,29,personal,679,28,3,1067,2,1,0,1,1,0,1,1379,448,1
366,rfosterd1,M,wruiza5@mac.com,Indonesia,29,personal,104,28,8,134,2,1,1,1,1,1,0,313,65,1
768,jgeorge7f,M,ppaynelb@state.tx.us,China,28,business,1009,10,2,1072,1,1,0,1,1,0,1,2048,434,1
152,rthompsonci,M,bfowler47@yellowpages.com,Indonesia,23,personal,800,8,8,1157,1,1,0,1,1,0,0,824,488,1
956,astevensnz,M,jcrawfordqj@boston.com,Russia,19,business,739,13,6,946,1,1,0,0,1,1,1,2253,473,1
419,jlarsonis,M,jgeorgebm@hexun.com,Peru,19,personal,1020,29,29,2946,3,1,0,1,1,1,1,3091,449,1
122,rowens0,F,dwatson3d@ask.com,Afghanistan,25,personal,179,24,1,248,2,1,0,1,1,1,0,181,109,1
536,aclarkae,F,saustinev@t-online.de,France,27,personal,1409,25,22,3350,2,1,0,0,0,1,1,1466,310,1
184,jschmidtj,F,rjones53@theglobeandmail.com,Argentina,29,personal,874,11,9,2107,2,1,1,1,1,1,0,883,533,1
132,eschmidt8i,F,ahenry3n@icio.us,Colombia,24,personal,1191,20,1,3180,3,1,0,1,1,1,1,3586,763,1
498,jevans68,F,doliverdt@yolasite.com,China,20,personal,275,11,11,618,2,1,0,1,1,1,1,828,124,1
687,rtaylor2a,M,jsullivanj2@photobucket.com,Brazil,25,personal,555,27,23,1518,3,1,0,0,1,1,0,1137,344,1
480,atorres1z,M,djordandb@weibo.com,Brazil,19,business,1483,7,7,2646,2,1,0,1,1,0,1,1557,712,0
709,mburkei1,F,dhansenjo@yandex.ru,Nigeria,23,personal,103,20,6,212,3,1,0,1,1,0,1,105,44,1
878,wschmidtii,M,jfranklinod@domainmarket.com,Palestinian Territory,26,personal,363,10,2,1026,3,0,1,1,1,1,1,378,244,0
451,asimsde,M,jrossci@nymag.com,Indonesia,26,personal,831,26,11,1403,2,1,0,1,1,1,0,873,515,0
797,amontgomeryhj,F,mharrisonm4@opera.com,Mozambique,30,personal,2494,23,6,7190,3,1,0,0,1,1,1,7582,1671,1
935,mward2,F,mrussellpy@sciencedirect.com,Afghanistan,22,personal,462,2,1,1350,3,1,0,0,1,1,1,942,120,1
522,rwestjm,M,sdaviseh@stumbleupon.com,Philippines,18,personal,108,12,10,111,1,1,0,1,1,1,1,113,68,1
808,wday7m,F,sscottmf@google.co.jp,China,21,personal,971,24,22,1719,2,1,0,1,1,1,1,1971,466,1
214,mday4f,F,esmith5x@comcast.net,China,29,business,319,18,5,448,1,1,0,1,1,1,1,963,207,1
677,jwellsp5,M,jmeyeris@exblog.jp,Sweden,27,personal,354,6,5,435,1,1,0,1,1,1,0,1065,81,1
69,cwashingtonf,M,jschmidt1w@twitter.com,Argentina,23,business,602,29,5,674,1,0,0,1,0,1,0,1227,168,1
628,ekelleyiv,M,mrobinsonhf@vinaora.com,Peru,30,personal,415,6,1,618,2,1,0,0,0,1,1,432,278,1
862,dmurphyku,M,jsimmonsnx@abc.net.au,Poland,28,personal,829,31,9,1349,2,1,0,1,1,0,0,1692,348,1
417,rwalkerp1,F,rfisherbk@ebay.com,Sweden,21,business,1028,16,1,1536,2,1,0,0,1,0,1,3135,689,0
70,jwoodgi,F,bparker1x@mapy.cz,Luxembourg,30,personal,1119,10,5,3024,3,1,0,1,0,1,1,3400,302,1
456,pgibsonl9,F,cdanielscn@homestead.com,Portugal,22,personal,695,2,0,918,1,1,0,0,1,1,0,2106,188,1
991,slee8e,M,jperkinsri@ning.com,China,27,personal,2485,29,20,2848,1,0,0,1,1,1,1,7480,1541,0
846,lhernandezei,M,wmendozanh@walmart.com,Indonesia,29,personal,44,13,11,61,2,0,0,0,0,1,1,134,12,0
545,mspencerdo,F,aclarkf4@uol.com.br,Indonesia,29,business,479,19,17,820,2,1,0,0,1,1,0,981,215,1
886,wmendoza2s,M,sstoneol@1week.com,Bulgaria,25,personal,358,21,6,373,1,1,0,1,1,0,1,1078,100,1
24,jfloresly,F,jblackn@msn.com,Russia,25,personal,1102,24,6,2356,2,1,0,1,1,0,1,1113,242,1
316,jreyes1g,M,wweaver8r@ning.com,Benin,25,business,714,16,1,1471,2,0,0,0,1,1,1,2149,478,1
508,fwilsonlc,F,rparkere3@webnode.com,Portugal,25,personal,339,15,13,773,2,0,0,1,1,1,1,342,146,1
839,priceeh,F,cwatkinsna@unicef.org,Indonesia,22,personal,927,2,1,1421,2,1,0,1,1,1,1,955,204,1
693,anguyenc0,F,mstewartj8@house.gov,Hong Kong,20,personal,361,16,10,604,2,1,0,1,1,1,1,730,101,1
297,jjacksonpf,M,holiver88@newsvine.com,Tanzania,29,personal,1017,27,27,2978,3,0,1,1,1,1,1,2064,661,0
345,abutlerl5,F,kdixon9k@narod.ru,Portugal,28,personal,102,8,0,142,1,1,0,0,1,1,1,310,44,1
159,jfisherbo,F,rramirez4e@webs.com,Guatemala,26,personal,559,1,0,712,1,1,1,1,1,1,0,565,246,1
232,jcolemanoy,F,cwatson6f@instagram.com,Sweden,20,personal,1248,9,5,2367,2,1,0,1,1,0,0,2508,561,1
720,jraynj,F,mperryjz@technorati.com,Russia,22,personal,1701,11,0,2071,1,0,0,0,1,1,1,3486,714,0
341,kspencerpw,F,lturner9g@yandex.ru,Turkmenistan,21,business,2061,14,13,2770,1,1,0,0,1,1,1,4163,433,1
489,pmiller66,M,rkimdk@networkadvertising.org,China,18,personal,235,19,6,490,2,1,0,1,1,1,1,246,54,0
857,hwilliamsonns,M,pwatkinsns@microsoft.com,Russia,28,personal,440,26,20,458,1,1,1,1,1,1,1,898,207,0
659,lfernandezrf,M,jromeroia@rediff.com,Vietnam,25,business,1126,29,0,2406,2,1,0,0,1,1,0,3433,754,0
252,hharrisonm8,F,ngonzalez6z@mac.com,Russia,19,personal,1137,22,16,1626,1,0,0,0,1,1,0,3421,466,1
901,rjamespr,F,rhudsonp0@istockphoto.com,Thailand,26,business,1786,21,15,3066,2,1,0,0,1,0,1,3661,482,1
324,hnguyen8s,M,ggutierrez8z@nasa.gov,Croatia,25,personal,504,21,16,620,1,1,1,0,1,1,1,1022,111,0
205,tpetersonra,F,alittle5o@weather.com,Vietnam,22,personal,173,6,6,219,1,1,0,1,1,0,1,522,38,1
896,earmstrongk0,M,jharrisov@geocities.com,Philippines,20,personal,1099,25,1,2223,2,1,1,1,1,1,0,2221,242,1
151,cjohnstonq0,M,rstone46@reverbnation.com,Ukraine,21,personal,1069,17,11,1174,1,0,0,1,1,1,1,1112,267,1
715,jknight77,F,bstevensju@edublogs.org,China,30,personal,235,12,8,290,1,1,0,1,1,1,1,718,111,1
236,nlonghy,F,jrogers6j@blogger.com,Nigeria,25,personal,614,30,29,1738,3,0,1,0,1,0,0,1247,258,1
452,nfosterjk,F,mbrookscj@google.it,Philippines,20,personal,570,16,3,842,1,1,0,1,1,1,0,1168,125,1
599,jbowmanf4,F,dmillergm@symantec.com,Iran,18,personal,311,6,3,693,2,0,0,1,1,0,1,320,78,1
409,mgarzada,F,aevansbc@chron.com,Indonesia,19,personal,1508,27,18,4079,3,0,1,0,0,0,1,1523,377,1
888,lwood18,F,nwarrenon@tumblr.com,Azerbaijan,20,personal,121,9,0,260,2,1,1,1,1,0,1,127,80,1
459,avasquezfj,F,vrosecq@ox.ac.uk,Ivory Coast,21,business,1681,1,1,4098,2,1,0,0,1,0,1,5111,1143,1
638,bgonzalesqf,F,jhugheshp@seattletimes.com,United Kingdom,25,business,709,14,3,1140,2,1,1,0,1,0,1,2163,454,1
552,emontgomeryf3,F,skelleyfb@nps.gov,Iran,28,personal,563,31,30,693,1,1,0,1,1,0,1,586,158,1
93,rknightpk,M,rcarter2k@dmoz.org,Thailand,21,personal,2438,31,26,5391,2,1,0,0,1,1,1,7338,1560,1
180,wlongjc,F,vfreeman4z@1und1.de,Philippines,30,personal,1694,5,2,2687,2,1,0,1,1,1,1,3421,1050,0
407,cmccoykg,F,halexanderba@ftc.gov,Poland,27,personal,333,4,1,487,1,1,0,0,1,1,0,683,157,1
925,ahayesrj,F,jryanpo@rakuten.co.jp,Vietnam,21,personal,791,7,5,2117,3,1,1,0,1,1,0,2382,324,1
145,rrose44,M,dstevens40@icq.com,China,19,personal,892,21,2,2442,3,1,0,1,1,1,0,2695,402,0
9,aperezc4,M,pwatson8@phpbb.com,Indonesia,18,personal,151,20,9,260,2,1,0,1,1,1,1,455,68,1
41,jdiazfa,F,agonzales14@lulu.com,Iraq,24,personal,678,10,5,684,1,1,0,1,1,1,1,2069,441,1
258,sfullerbb,F,lpatterson75@seesaa.net,Greece,26,personal,133,23,15,206,2,1,0,0,0,1,0,406,35,1
477,cmurraybw,M,nknightd8@paypal.com,Haiti,25,personal,253,22,21,614,3,1,1,1,1,1,1,263,119,1
54,bwilliamsi7,F,jbaker1h@tripadvisor.com,Pakistan,23,personal,33,23,15,20,2,0,1,1,0,1,1,101,7,1
582,pperryqw,M,jparkerg5@indiatimes.com,United States,28,personal,228,29,6,443,2,1,0,1,1,1,0,463,155,1
796,jwardea,M,bmillerm3@com.com,Indonesia,27,business,235,2,1,408,2,1,0,1,1,1,0,477,66,1
352,lknight5c,F,mhunter9r@fda.gov,China,25,personal,1911,29,20,4611,2,0,0,1,1,1,1,3899,822,0
38,jhickspe,F,rsnyder11@amazon.de,Tanzania,29,business,2130,23,19,5087,2,0,0,0,1,1,0,6497,937,1
854,emorales9q,M,bpaynenp@cnn.com,Ecuador,24,personal,329,14,13,456,1,0,0,1,1,1,1,335,89,1
255,athomasb2,F,ddavis72@yale.edu,Germany,22,personal,1223,15,0,1937,2,0,1,0,1,1,1,1284,746,1
535,hwalkerc3,F,lknighteu@china.com.cn,Iceland,22,personal,284,6,5,432,2,1,0,1,1,1,0,290,74,1
398,achapmand6,F,mweaverb1@addthis.com,Indonesia,28,business,313,18,18,730,2,1,0,1,1,1,0,316,78,1
579,kstanley6k,F,lbakerg2@engadget.com,China,22,personal,1714,2,2,2313,1,0,1,1,0,1,1,3463,480,0
401,jhalld8,F,njenkinsb4@disqus.com,Indonesia,21,personal,293,11,5,729,3,0,1,0,1,1,0,594,138,1
302,sfloresrb,M,rfoster8d@de.vu,Vietnam,18,personal,703,11,5,1037,1,1,0,1,1,1,0,2145,436,0
730,chawkinsix,F,jhughesk9@boston.com,Peru,18,personal,50,19,12,58,2,1,0,1,1,1,0,52,10,1
470,wcarpenter5y,M,rmoralesd1@google.de,China,30,business,1319,24,9,3230,2,0,0,0,1,1,0,1358,844,1
596,jbrooksid,M,cbennettgj@blogs.com,Pakistan,25,personal,275,11,5,567,2,1,0,0,0,0,1,555,71,0
264,mmorenoif,F,aboyd7b@slate.com,Palestinian Territory,30,personal,1125,16,2,3230,3,1,0,1,1,0,1,2283,697,0
558,awatsoniu,F,amillerfh@tmall.com,Peru,19,personal,548,28,28,1001,2,1,0,0,1,0,0,1119,115,1
449,dhudsonq5,F,msmithcg@skyrock.com,Ukraine,21,personal,2066,27,2,5632,3,1,0,0,1,1,1,6301,516,0
682,kreynoldsng,M,cbennettix@sbwire.com,Russia,29,personal,826,5,5,1582,2,0,0,0,0,1,1,1669,537,1
447,rmartinezgy,F,mwillisce@diigo.com,Malta,28,personal,1530,12,4,1614,1,1,0,0,1,1,1,3107,1025,1
487,mhillpo,M,slawrencedi@constantcontact.com,Thailand,26,personal,325,13,8,546,2,1,1,1,1,1,1,978,211,0
833,fkelly33,F,nchapmann4@epa.gov,Canada,18,personal,173,2,1,291,2,0,0,0,1,1,1,523,81,0
361,ccarrl6,F,jjordana0@wikipedia.org,Portugal,19,personal,267,5,5,605,2,1,0,1,1,1,0,275,179,0
81,lphillipsce,M,hjackson28@dailymotion.com,Indonesia,30,personal,479,3,3,772,2,0,1,0,1,0,1,1448,115,1
281,jkim4x,M,mhayes7s@patch.com,China,25,personal,940,31,15,2573,3,1,0,1,1,1,1,1927,414,0
113,asimmonshu,F,sandrews34@163.com,Nigeria,21,personal,189,19,2,399,2,1,0,1,1,0,0,575,124,1
700,cortizph,F,arobertsjf@simplemachines.org,Tanzania,19,business,114,2,0,187,2,1,0,1,1,0,0,233,49,1
920,randersonk3,F,jperezpj@mashable.com,Philippines,16,personal,288,1,1,7772,27,0,0,0,0,0,0,2914,83,0
441,alynchki,M,bmartinezc8@de.vu,Poland,39,business,166,0,0,5505,33,1,0,0,0,0,0,2346,20,0
400,lcarrd7,F,mmorrisb3@ezinearticles.com,Indonesia,48,personal,52,0,0,1401,27,0,0,0,0,0,0,728,8,0
268,dtaylorql,M,msims7f@shutterfly.com,United States,35,personal,345,0,0,11097,32,0,0,0,0,0,0,4868,69,0
585,ldayah,F,blarsong8@360.cn,France,23,personal,1597,1,1,54439,34,0,1,0,0,0,0,16146,479,0
987,scarr8u,M,hwillisre@usda.gov,Croatia,39,personal,251,0,0,5059,20,0,0,0,0,1,0,2795,38,0
868,kphillipsem,F,drobertso3@simplemachines.org,Indonesia,31,personal,937,0,0,23525,25,0,0,0,0,0,1,12273,150,0
169,mstephensgv,F,dwatkins4o@delicious.com,Mali,46,personal,1282,1,1,23132,18,0,0,0,0,0,0,19368,295,0
780,kstephenspq,F,rgordonln@archive.org,Thailand,37,personal,1319,0,0,44968,34,0,0,0,0,0,0,14699,185,0
520,tmendozah4,M,jreidef@surveymonkey.com,Mexico,15,personal,314,1,1,10364,33,0,0,0,0,0,0,4440,47,0
431,egomez1y,F,aowensby@g.co,Brazil,22,personal,1311,1,1,39454,30,0,0,0,0,1,0,18529,262,0
386,abell5g,M,jhuntap@miibeian.gov.cn,China,36,personal,135,0,0,3261,24,0,0,0,0,0,0,1643,22,0
823,kcrawfordgp,M,sberrymu@meetup.com,Madagascar,40,personal,232,0,0,7921,34,0,0,1,0,0,0,2818,33,0
490,bweaverft,M,ewhitedl@buzzfeed.com,Japan,23,personal,1454,1,1,49599,34,0,0,0,1,0,0,21959,247,0
834,tsimmonsa1,M,wreedn5@tuttocitta.it,Finland,30,personal,1841,0,0,49970,27,0,0,0,0,0,0,20437,479,0
969,jperkinsro,F,kjohnsonqw@dedecms.com,Yemen,25,personal,856,1,1,20616,24,0,0,1,0,0,0,12941,180,0
905,jwebbk2,F,bdiazp4@yandex.ru,Philippines,31,business,159,1,1,4589,29,0,1,1,0,0,0,1608,41,0
541,mhicksdn,M,crichardsonf0@xrea.com,Indonesia,50,business,762,1,1,15277,20,0,0,0,0,0,0,7736,221,0
192,dhenry9r,M,pdean5b@epa.gov,Egypt,48,personal,193,1,1,4815,25,0,1,0,0,0,1,1950,21,0
942,jmorrisov,M,akennedyq5@hugedomains.com,Swaziland,21,business,582,1,1,15739,27,1,0,0,0,0,0,7630,64,0
788,dmendozaho,F,sfernandezlv@163.com,Netherlands,21,personal,284,0,0,6535,23,0,0,0,0,0,0,2875,62,0
74,jkellya6,F,lroberts21@arizona.edu,France,46,personal,945,1,1,29340,31,0,0,0,0,0,0,11472,95,0
112,tgeorgeog,M,pjones33@yahoo.com,South Africa,45,personal,429,0,0,8177,19,0,0,0,0,0,1,6480,103,0
611,pwilliamsdu,F,afloresgy@sciencedirect.com,Indonesia,38,personal,1194,0,0,34719,29,0,0,0,0,0,0,15688,131,0
65,cwilsonca,M,ajones1s@java.com,Indonesia,34,personal,300,0,0,7834,26,0,0,0,1,0,0,3043,57,0
355,bdavismo,F,alewis9u@geocities.com,Russia,38,personal,628,1,1,15094,24,0,0,0,0,0,0,8231,88,0
637,rcarpenter1j,F,amooreho@ebay.com,Bosnia and Herzegovina,35,personal,233,0,0,3524,15,0,0,0,0,1,0,2362,70,0
280,cgonzalezq2,F,mcook7r@rakuten.co.jp,Ukraine,23,personal,1355,0,0,29941,22,0,0,0,0,0,0,13684,298,0
327,jmillerml,F,hwatson92@rambler.ru,Russia,30,personal,1846,0,0,62890,34,0,0,0,0,0,0,22335,517,0
466,tbradley5x,M,wrileycx@cbc.ca,China,29,personal,2336,0,0,47070,20,0,0,0,1,0,0,28336,257,0
274,asimmonshf,M,fmoore7l@plala.or.jp,Montenegro,25,personal,848,1,1,20401,24,0,0,0,0,0,0,12806,153,0
435,jsimpson8m,F,ajacobsc2@google.it,Colombia,21,business,74,1,1,1464,20,0,0,0,0,0,0,819,11,0
90,mortizhr,M,wfowler2h@eventbrite.com,New Zealand,40,personal,574,0,0,15016,26,0,0,0,1,0,0,6391,132,0
775,thart2g,M,smedinali@ebay.com,Brazil,15,business,1103,0,0,33226,30,0,0,0,1,0,0,15587,221,0
287,acampbellge,F,bwilliams7y@1und1.de,Libya,33,personal,2178,0,0,54641,25,0,0,0,0,0,0,28529,501,0
387,thughes5h,M,wwilliamsonaq@ft.com,China,33,personal,1384,0,0,25108,18,0,0,0,0,1,0,18160,305,0
799,jshawh8,M,jmyersm6@yale.edu,Mexico,17,business,133,1,1,4620,35,0,0,0,0,0,0,1346,15,0
53,cfreemanax,F,jferguson1g@discuz.net,Georgia,28,personal,161,0,0,5481,34,0,0,0,0,0,0,1945,29,0
84,bwagnera7,M,pkim2b@digg.com,France,47,personal,334,0,0,10704,32,0,0,0,1,0,0,3382,37,0
196,ledwards4c,F,sarnold5f@smugmug.com,China,39,personal,621,1,1,21156,34,0,0,0,0,0,0,6916,106,0
44,sburtono6,F,jmorales17@odnoklassniki.ru,Serbia,31,personal,1570,1,1,28435,18,0,0,0,0,0,0,20570,283,0
176,llittleiq,F,toliver4v@goo.ne.jp,Peru,40,Business,195,2,0,1552,8,1,1,1,1,1,1,595,434,1
148,jdeanj8,F,mmoore43@usnews.com,Philippines,38,Business,573,3,2,5170,9,0,1,0,1,1,1,1770,2142,1
311,ccrawfordbe,M,lberry8m@wikia.com,Greece,34,Personal,274,1,0,2474,9,1,1,1,1,1,1,836,1003,0
954,jleelu,F,jcruzqh@hc360.com,Portugal,40,Business,324,1,0,2596,8,1,0,1,1,1,1,994,706,1
349,gcruzhb,F,shunt9o@webeden.co.uk,Mongolia,44,Personal,660,3,1,4649,7,1,1,1,0,0,1,1372,1687,1
8,jrodriguez1f,F,jsmith7@cargocollective.com,Benin,40,Business,737,3,2,5918,8,1,1,0,0,0,1,2271,2725,1
571,ljenkinsag,F,lspencerfu@multiply.com,France,25,Business,41,1,0,322,8,1,1,1,1,1,0,84,102,0
917,malvarezrp,F,mgrahampg@discovery.com,Zambia,31,Business,792,2,0,6381,8,1,1,1,0,1,1,1631,1990,1
380,wortizbg,M,rbrownaj@fema.gov,Greece,27,Personal,1014,2,0,7125,7,0,0,1,1,1,1,2119,1590,1
62,jgrahamz,M,kmyers1p@canalblog.com,Armenia,38,Business,2211,1,0,17792,8,1,1,1,0,1,1,4599,5703,1
312,aaustin9,F,dbowman8n@oracle.com,Angola,33,Business,931,3,0,6555,7,1,1,1,0,0,1,2850,3420,0
858,jpeterson2l,M,jpricent@oakley.com,Brazil,44,Business,652,3,0,3940,6,1,0,1,1,1,1,2015,2499,0
814,lcoleman8p,M,sgreeneml@ustream.tv,Colombia,25,Personal,841,1,0,6781,8,0,1,1,1,1,1,1758,1248,0
388,jperez5i,F,wnelsonar@deliciousdays.com,China,34,Business,226,1,0,1583,7,1,1,0,0,1,1,697,850,0
951,aruiz89,M,fharperqe@jiathis.com,China,45,Business,38,1,0,296,8,1,1,1,1,0,1,79,56,1
497,pcastillo15,F,dgeorgeds@surveymonkey.com,Australia,30,Personal,42,1,0,327,8,0,0,1,0,1,1,86,104,0
